playlist_name,primary_genre,sub_genres,track_count,last_updated,musinique_focus_score,avg_artist_popularity
Songs for Marcus,"['Electronic', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['alternative dance', 'alternative rock', 'art pop', 'art rock', 'bedroom pop', 'chillwave', 'dream pop', 'east coast hip hop', 'edm', 'electro', 'electroclash', 'electronic', 'french house', 'g-funk', 'gangster rap', 'glitch', 'grime', 'hip hop', 'hyperpop', 'indie', 'jazz rap', 'lo-fi indie', 'neo-psychedelic', 'new rave', 'old school hip hop', 'post-punk', 'quiet storm', 'rap', 'synthwave', 'uk grime', 'vaporwave', 'west coast hip hop', 'witch house']",53,2024-05-16T16:44:56Z,25.7,64.04905660377358
songs 4 mom,"['Country', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['alternative rock', 'ambient folk', 'art pop', 'art rock', 'baroque pop', 'dream pop', 'east coast hip hop', 'electro', 'electronic', 'folk', 'french house', 'g-funk', 'gangster rap', 'garage rock', 'gothic rock', 'hip hop', 'indie', 'indie folk', 'indie pop', 'indie rock', 'jazz rap', 'midwest emo', 'neo-psychedelic', 'old school hip hop', 'post-rock', 'quiet storm', 'rap', 'shoegaze', 'singer-songwriter', 'southern gothic', 'west coast hip hop']",45,2023-02-21T05:48:02Z,24.5,67.14953271028037
gatsby welles hates this playlist,"['Folk', 'Pop', 'Rock']","['alternative rock', 'ambient folk', 'art rock', 'baroque pop', 'bedroom pop', 'celtic rock', 'dream pop', 'garage rock', 'indie', 'indie folk', 'midwest emo', 'singer-songwriter']",34,2020-09-01T01:18:18Z,45.4,62.083333333333336
it's just... you're all so cool and alternative,"['Electronic', 'Hip Hop', 'Pop', 'Regional', 'Rock']","['alternative rock', 'bedroom pop', 'classic rock', 'darkwave', 'dream pop', 'electro', 'electronic', 'folk rock', 'french house', 'gothic rock', 'indie', 'indie pop', 'indie rock', 'jangle pop', 'madchester', 'neo-psychedelic', 'new wave', 'plunderphonics', 'post-punk', 'shoegaze', 'ska', 'soft rock', 'surf rock', 'yacht rock']",35,2023-05-07T18:41:08Z,28.3,65.86842105263158
emberember,"['Avant-garde', 'Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Rock']","['alternative hip hop', 'alternative r&b', 'art pop', 'breakcore', 'cloud rap', 'edm', 'electroclash', 'electronic', 'experimental', 'experimental hip hop', 'glitch', 'horrorcore', 'hyperpop', 'indie soul', 'new rave', 'post-punk', 'shoegaze', 'speedcore', 'trap metal', 'witch house']",85,2024-12-28T10:10:21Z,39.4,45.18020304568528
operation mojo,[],[],10,2025-10-12T13:51:55Z,72.0,33.69230769230769
summer at home,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['alternative dance', 'alternative rock', 'art pop', 'art rock', 'baroque pop', 'britpop', 'darkwave', 'folk rock', 'g-funk', 'gangster rap', 'gothic rock', 'hip hop', 'indie', 'indie rock', 'madchester', 'new rave', 'new wave', 'old school hip hop', 'post-punk', 'quiet storm', 'rap', 'singer-songwriter', 'soft rock', 'west coast hip hop', 'yacht rock']",24,2025-06-21T05:11:52Z,22.6,66.97457627118644
80s party,"['Electronic', 'Punk', 'R&B & Soul', 'Regional', 'Rock']","['chicago house', 'classic rock', 'cold wave', 'darkwave', 'disco', 'gothic rock', 'hi-nrg', 'jangle pop', 'madchester', 'new wave', 'post-punk', 'punk', 'ska', 'soft rock', 'synthpop', 'yacht rock']",57,2022-09-29T22:28:11Z,34.7,65.725
autotune/vocoder ballads,"['Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Rock']","['art pop', 'bedroom pop', 'cloud rap', 'dark r&b', 'electroclash', 'glitch', 'hyperpop', 'lo-fi beats', 'lo-fi indie', 'post-punk', 'trap soul']",31,2025-06-07T08:35:41Z,29.3,45.84615384615385
Oberlin Autumn,"['Country', 'Electronic', 'Folk', 'Pop', 'Punk', 'Regional', 'Rock']","['alt country', 'alternative rock', 'americana', 'anti-folk', 'art pop', 'art rock', 'baroque pop', 'bedroom pop', 'britpop', 'classic rock', 'darkwave', 'dream pop', 'folk', 'folk punk', 'gothic rock', 'indie', 'indie folk', 'indie rock', 'jangle pop', 'madchester', 'neo-psychedelic', 'new wave', 'post-punk', 'power pop', 'progressive rock', 'psychedelic rock', 'rock', 'shoegaze', 'singer-songwriter', 'ska', 'slowcore', 'soft rock', 'southern gothic', 'yacht rock']",46,2025-04-15T09:04:11Z,30.3,62.170731707317074
Rock Bottom Autumn,"['Avant-garde', 'Country', 'Electronic', 'Folk', 'Hip Hop', 'Pop', 'Punk', 'R&B & Soul', 'Rock']","['alt country', 'alternative hip hop', 'anti-folk', 'art pop', 'bedroom pop', 'cloud rap', 'edm', 'electroclash', 'electronic', 'experimental', 'experimental hip hop', 'folk punk', 'glitch', 'hyperpop', 'indie r&b', 'lo-fi indie', 'math rock', 'midwest emo', 'neo-psychedelic', 'plunderphonics', 'pop', 'queercore', 'screamo', 'shoegaze', 'slowcore', 'southern gothic', 'trip hop']",80,2024-10-14T14:32:36Z,25.7,41.01907356948229
It’s 2025 and I’m not scared,"['Avant-garde', 'Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['alternative hip hop', 'alternative r&b', 'art pop', 'art rock', 'bass house', 'bass music', 'breakcore', 'cloud rap', 'deathstep', 'dream pop', 'dubstep', 'electroclash', 'experimental', 'experimental hip hop', 'future bass', 'glitch', 'hyperpop', 'idm', 'indie pop', 'latin', 'lo-fi indie', 'math rock', 'neoperreo', 'new rave', 'noise rock', 'plunderphonics', 'reggaeton', 'riddim', 'shoegaze', 'slowcore', 'speedcore', 'trap latino', 'underground hip hop', 'urbano latino', 'witch house']",77,2025-01-31T14:30:02Z,34.8,45.389830508474574
isn't it too dreamy?,"['Blues', 'Electronic', 'Folk', 'Hip Hop', 'Pop', 'Regional', 'Rock']","['alternative dance', 'alternative rock', 'art pop', 'ballroom vogue', 'baroque pop', 'bedroom pop', 'blues rock', 'britpop', 'chillwave', 'electro', 'electronic', 'french house', 'garage rock', 'grime', 'indie', 'indie electronic', 'indie folk', 'indie pop', 'indie rock', 'k-rap', 'madchester', 'modern blues', 'neo-psychedelic', 'new rave', 'plunderphonics', 'psychedelic rock', 'rock', 'shoegaze', 'slowcore', 'surf rock', 'uk grime']",40,2024-09-27T05:44:53Z,25.6,56.27522935779817
My dad might like these,"['Country', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'Regional', 'Rock']","['alt country', 'alternative rock', 'americana', 'anti-folk', 'art pop', 'art rock', 'baroque pop', 'east coast hip hop', 'electro', 'electronic', 'french house', 'garage rock', 'indie', 'jazz rap', 'midwest emo', 'post-punk', 'power pop', 'shoegaze', 'singer-songwriter', 'slowcore', 'southern gothic']",31,2024-09-08T16:43:48Z,21.1,64.0608108108108
"oh wow, lovely","['Pop', 'Rock']","['alternative rock', 'art rock', 'baroque pop', 'classic rock', 'dream pop', 'indie', 'indie rock', 'jangle pop', 'neo-psychedelic', 'progressive rock', 'psychedelic rock', 'rock', 'shoegaze']",45,2024-05-18T17:02:23Z,59.1,66.40217391304348
you gotta lean into life just a little,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Rock']","['alternative dance', 'alternative r&b', 'alternative rock', 'anti-folk', 'art pop', 'baroque pop', 'bedroom pop', 'britpop', 'chillwave', 'dream pop', 'electroclash', 'glitch', 'hyperpop', 'indie', 'indie rock', 'lo-fi indie', 'madchester', 'neo soul', 'new rave', 'new wave', 'norsk rock', 'norwegian pop', 'pop', 'power pop', 'riot grrrl', 'synthpop', 'trip hop', 'witch house']",55,2024-12-13T10:02:43Z,28.3,53.75247524752475
Freewrite (Writing A),"['Classical', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['adult standards', 'afrobeats', 'alternative rock', 'art pop', 'art rock', 'ballet', 'baroque', 'baroque pop', 'bedroom pop', 'big band', 'bossa nova', 'brazilian jazz', 'christmas', 'city pop', 'classic rock', 'classical', 'classical piano', 'concerto', 'cool jazz', 'dancehall', 'dangdut', 'electro', 'electronic', 'french house', 'funkot', 'garage rock', 'impressionism', 'indie', 'indie rock', 'indonesian hip hop', 'indonesian indie', 'indonesian jazz', 'indonesian pop', 'indonesian r&b', 'indonesian rock', 'indorock', 'japanese vgm', 'jazz', 'jazz ballads', 'jazz funk', 'jazz fusion', 'k-ballad', 'k-pop', 'k-rap', 'k-rock', 'koplo', 'lagu jawa', 'lagu timur', 'latin', 'latin jazz', 'malay', 'math rock', 'melodic rap', 'mpb', 'musicals', 'noise music', 'opera', 'orchestral', 'pop', 'pop kreatif', 'psychedelic rock', 'r&b', 'samba', 'singer-songwriter', 'southern hip hop', 'swing music', 'vocal jazz']",106,2025-04-18T12:55:44Z,21.3,72.65131578947368
2016,"['Electronic', 'Pop', 'Rock']","['art rock', 'bedroom pop', 'dream pop', 'future bass', 'glitch', 'hyperpop', 'shoegaze']",20,2025-08-28T16:42:48Z,34.8,52.17460317460318
vibe 2 rn,"['Avant-garde', 'Country', 'Electronic', 'Hip Hop', 'Pop', 'Rock']","['alt country', 'alternative hip hop', 'art pop', 'bedroom pop', 'chillwave', 'experimental hip hop', 'hyperpop', 'indie pop', 'lo-fi', 'lo-fi beats', 'lo-fi hip hop', 'lo-fi indie', 'math rock', 'midwest emo', 'neo-psychedelic', 'rap rock', 'shoegaze', 'slowcore']",40,2025-08-05T20:54:23Z,38.5,44.88421052631579
dumbstep / funstep,"['Electronic', 'Pop', 'Rock']","['art pop', 'bass music', 'breakcore', 'deathstep', 'dubstep', 'electroclash', 'future bass', 'glitch', 'hyperpop', 'new rave', 'plunderphonics', 'riddim', 'speedcore', 'witch house']",32,2025-07-20T17:00:27Z,44.7,34.866028708133975
PARTY MIX vol. 2,"['Avant-garde', 'Electronic', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['alternative r&b', 'alté', 'art pop', 'bass house', 'bass music', 'bedroom pop', 'breakcore', 'deathstep', 'dubstep', 'edm trap', 'electroclash', 'experimental', 'glitch', 'hyperpop', 'k-rap', 'neoperreo', 'riddim', 'speedcore', 'uk garage', 'witch house']",47,2025-06-10T10:31:21Z,30.9,45.32664756446992
"I Clocked a Gag in Penang, Malaysia","['Electronic', 'Hip Hop', 'Pop', 'Rock']","['bass music', 'brazilian phonk', 'breakcore', 'cloud rap', 'deathstep', 'dubstep', 'electroclash', 'frenchcore', 'funkot', 'gabber', 'glitch', 'happy hardcore', 'hardcore', 'hardcore techno', 'hipdut', 'hyperpop', 'koplo', 'new rave', 'phonk', 'plunderphonics', 'riddim', 'speedcore', 'vocaloid', 'witch house']",34,2025-04-26T00:19:06Z,31.5,35.04
Body Organic Disco Electronic,"['Avant-garde', 'Electronic', 'Hip Hop', 'Pop', 'Regional', 'Rock']","['alternative hip hop', 'budots', 'chinese hip hop', 'cloud rap', 'electroclash', 'experimental', 'experimental hip hop', 'future bass', 'glitch', 'hyperpop', 'neoperreo', 'new rave', 'witch house']",69,2025-06-21T05:10:39Z,40.5,40.03809523809524
faceup/facedown,"['Pop', 'Rock']","['alternative rock', 'art rock', 'garage rock', 'hyperpop', 'indie', 'indie rock', 'neo-psychedelic']",20,2024-05-02T15:55:05Z,56.9,66.66666666666667
"GOODBYE, USA","['Country', 'Folk', 'Pop', 'Punk', 'Rock']","['alternative rock', 'ambient folk', 'anti-folk', 'art pop', 'art rock', 'baroque pop', 'folk punk', 'folk rock', 'indie', 'indie folk', 'indie rock', 'midwest emo', 'post-rock', 'soft rock', 'southern gothic', 'yacht rock']",31,2023-08-23T14:46:55Z,32.7,59.403225806451616
jesus is my lawyerrrr,['Rock'],['lo-fi indie'],36,2024-06-02T11:41:35Z,82.4,75.27941176470588
songs that sound like christmas songs to me bc I don’t like christmas music,['Rock'],['art rock'],4,2025-12-15T10:43:10Z,45.0,61.785714285714285
February is a month that exists,"['Avant-garde', 'Electronic', 'Hip Hop', 'Pop', 'Regional', 'Rock']","['alternative hip hop', 'alté', 'art pop', 'bass music', 'breakbeat', 'breakcore', 'budots', 'chinese hip hop', 'cloud rap', 'deathstep', 'dubstep', 'edm trap', 'electroclash', 'experimental', 'experimental hip hop', 'future bass', 'german indie', 'german indie pop', 'german pop', 'glitch', 'hyperpop', 'jersey club', 'k-rap', 'lo-fi indie', 'neue deutsche welle', 'new rave', 'plunderphonics', 'post-punk', 'rage rap', 'riddim', 'shoegaze', 'speedcore', 'uk garage', 'underground hip hop', 'vaporwave', 'witch house']",62,2025-04-05T17:47:45Z,26.5,42.34190231362468
food house in your building & we can’t find the exit,"['Electronic', 'Pop']","['glitch', 'hyperpop']",37,2025-11-26T10:04:33Z,67.4,40.37476099426386
of montreal!,"['Pop', 'Rock']","['art pop', 'baroque pop', 'neo-psychedelic']",17,2024-05-16T06:49:50Z,63.4,51.0
idk yet!,"['Electronic', 'Hip Hop', 'Pop', 'Regional', 'Rock']","['alternative dance', 'alternative rock', 'art pop', 'baroque pop', 'chillwave', 'dream pop', 'electro', 'electronic', 'french house', 'garage rock', 'gothic rock', 'indie', 'indie rock', 'jangle pop', 'lo-fi indie', 'neo-psychedelic', 'new rave', 'new wave', 'post-punk', 'psychedelic rock', 'shoegaze', 'synthpop']",37,2023-09-22T13:19:03Z,33.3,67.86178861788618
Country & Western Pickin',"['Country', 'Folk', 'Rock']","['alt country', 'americana', 'bluegrass', 'country', 'honky tonk', 'jam band', 'newgrass', 'outlaw country', 'red dirt', 'southern gothic', 'texas country']",79,2025-12-10T15:08:18Z,54.0,57.27327327327328
Indie Acoustic,"['Blues', 'Classical', 'Country', 'Electronic', 'Folk', 'Pop', 'Regional', 'Religious', 'Rock']","['alt country', 'americana', 'art pop', 'bluegrass', 'blues', 'blues rock', 'christian alternative rock', 'christian folk', 'country', 'folk', 'folk pop', 'indie folk', 'jam band', 'lo-fi house', 'modern blues', 'musicals', 'newgrass', 'outlaw country', 'red dirt', 'reggae rock', 'roots rock', 'southern gothic', 'surf rock']",56,2025-09-22T19:30:53Z,20.2,51.98069498069498
The Country & Western Collection,"['Country', 'Folk', 'Punk']","['alt country', 'americana', 'bluegrass', 'cajun', 'country', 'folk punk', 'honky tonk', 'newgrass', 'outlaw country', 'red dirt', 'southern gothic', 'texas country']",107,2025-12-10T15:09:16Z,69.6,54.95518867924528
Indie Folk,"['Country', 'Folk', 'Pop', 'Religious']","['alt country', 'ambient folk', 'americana', 'bluegrass', 'christian', 'christian folk', 'christian pop', 'country', 'country christian', 'folk', 'folk pop', 'indie folk', 'newgrass', 'outlaw country', 'pop singer-songwriter', 'red dirt', 'southern gothic', 'worship']",53,2025-09-30T17:24:14Z,33.0,50.09734513274336
Indie Pop,"['Country', 'Electronic', 'Folk', 'Pop', 'R&B & Soul', 'Rock']","['alt country', 'christian folk', 'country', 'edm', 'folk pop', 'indie', 'indie folk', 'indie rock', 'indie soul', 'nu disco', 'outlaw country', 'pop soul', 'red dirt', 'retro soul']",77,2025-11-26T15:03:17Z,31.2,52.55246913580247
Indie Rock,"['Blues', 'Country', 'Folk', 'Pop', 'R&B & Soul', 'Rock']","['alt country', 'americana', 'art pop', 'baroque pop', 'bedroom pop', 'blues rock', 'country', 'dream pop', 'folk pop', 'indie', 'indie folk', 'indie pop', 'indie rock', 'modern blues', 'neo-psychedelic', 'outlaw country', 'power pop', 'red dirt', 'retro soul', 'shoegaze']",71,2025-11-26T15:03:21Z,35.7,45.99665551839465
The Pop Collection,"['Country', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock']","['christian alternative rock', 'country', 'folk pop', 'outlaw country', 'pop soul', 'red dirt', 'reggae rock', 'retro soul', 'southern gothic', 'surf rock']",97,2025-11-24T17:51:17Z,53.5,52.76068376068376
Soothing Songwriters,"['Country', 'Folk', 'Pop', 'R&B & Soul', 'Religious', 'Rock']","['alt country', 'ambient folk', 'americana', 'christian alternative rock', 'christian folk', 'country', 'folk pop', 'indie folk', 'neo-psychedelic', 'outlaw country', 'pop singer-songwriter', 'psychedelic rock', 'red dirt', 'retro soul', 'southern gothic', 'surf rock']",60,2025-10-24T16:42:46Z,32.4,47.545138888888886
The Rock Collection,"['Blues', 'Country', 'Folk', 'Pop', 'Punk', 'Regional', 'Rock']","['alt country', 'americana', 'art pop', 'bluegrass', 'blues', 'blues rock', 'country', 'country blues', 'folk pop', 'latin alternative', 'latin folk', 'latin indie', 'modern blues', 'neo-psychedelic', 'outlaw country', 'psychedelic rock', 'queercore', 'red dirt', 'riot grrrl', 'roots rock', 'shoegaze', 'southern gothic']",142,2025-11-14T15:16:53Z,53.8,44.32933104631218
The Acoustic Collection,"['Avant-garde', 'Country', 'Folk', 'Rock']","['alt country', 'americana', 'bluegrass', 'country', 'electroacoustic', 'indie folk', 'jam band', 'newgrass', 'outlaw country', 'red dirt', 'southern gothic', 'surf rock', 'texas country']",59,2025-11-21T16:58:51Z,57.8,50.5700325732899
The Blues & Soul Collection,"['Blues', 'Country', 'Folk', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['alternative r&b', 'americana', 'blues', 'blues rock', 'country', 'jam band', 'modern blues', 'outlaw country', 'pop soul', 'red dirt', 'reggae', 'reggae rock', 'retro soul', 'roots reggae', 'roots rock', 'southern rock']",86,2025-11-26T15:03:07Z,50.5,51.41518987341773
OurVinyl Full Catalog,"['Blues', 'Country', 'Electronic', 'Folk', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Religious', 'Rock']","['alt country', 'alternative r&b', 'ambient folk', 'americana', 'art pop', 'bluegrass', 'blues', 'blues rock', 'cajun', 'christian alternative rock', 'christian folk', 'country', 'country blues', 'folk pop', 'folk punk', 'honky tonk', 'hymns', 'indie folk', 'jam band', 'melodic bass', 'modern blues', 'newgrass', 'outlaw country', 'pop singer-songwriter', 'pop soul', 'queercore', 'red dirt', 'reggae', 'reggae rock', 'retro soul', 'riot grrrl', 'roots reggae', 'roots rock', 'southern gothic', 'southern rock', 'texas country', 'traditional country']",648,2023-11-16T22:01:49Z,67.4,47.964170548190616
The Folk Collection,"['Country', 'Folk', 'Pop', 'R&B & Soul', 'Rock']","['alt country', 'ambient folk', 'americana', 'bluegrass', 'christian folk', 'country', 'folk pop', 'indie folk', 'jam band', 'newgrass', 'outlaw country', 'red dirt', 'retro soul', 'southern gothic', 'texas country']",155,2025-11-20T18:30:11Z,61.9,52.17536231884058
The Singer Songwriter Collection,"['Country', 'Folk', 'Pop', 'Religious', 'Rock']","['alt country', 'ambient folk', 'americana', 'bluegrass', 'catholic music', 'christian folk', 'country', 'folk pop', 'honky tonk', 'hymns', 'indie folk', 'outlaw country', 'pop singer-songwriter', 'red dirt', 'southern gothic', 'surf rock', 'texas country', 'traditional country']",203,2025-11-14T15:20:24Z,65.8,48.883506343713954
"Blues, Rock and Soul Grooves","['Blues', 'Country', 'Folk', 'Pop', 'R&B & Soul', 'Rock']","['alt country', 'americana', 'blues', 'blues rock', 'classic blues', 'classic soul', 'country', 'country blues', 'funk', 'garage rock', 'jam band', 'modern blues', 'motown', 'neo soul', 'neo-psychedelic', 'outlaw country', 'pop soul', 'red dirt', 'retro soul', 'rock', 'roots rock', 'soul', 'soul blues', 'southern gothic', 'southern rock']",92,2025-11-26T15:03:26Z,39.0,53.81345565749236
Spiritual Frequency,[],[],771,2025-12-18T23:43:32Z,100.0,44.32181352227331
Solar Plexus Chakra ✨ Frequencies,[],[],157,2025-08-29T09:47:58Z,100.0,50.83006751193809
Crown Chakra ✨ Frequencies,[],[],162,2025-08-29T09:48:24Z,100.0,50.86516314779271
This Is Peter Ries,[],[],88,2025-12-05T12:17:40Z,100.0,48.02402402402402
Chakra Healing Journey ✨,[],[],223,2025-12-05T12:20:59Z,100.0,51.33174791914388
Hertz Frequencies,[],[],719,2025-12-05T12:23:05Z,100.0,44.66976012583563
Ambient Dreamscapes,['Electronic'],"['ambient', 'dark ambient']",797,2025-11-07T11:31:10Z,100.0,42.36116534014116
Anxiety Detox ✨ Nervous System Healing Journey,[],[],284,2025-12-05T12:22:28Z,100.0,28.34247993787212
Electronic Deep Sleep,[],[],397,2025-12-18T23:42:26Z,100.0,41.1019957537155
Peaceful Yoga & Meditation,[],[],717,2025-12-18T23:44:01Z,100.0,44.62232797628335
Pure Meditation,['Electronic'],"['ambient', 'chillstep', 'downtempo', 'space music']",1028,2025-12-18T23:42:14Z,100.0,43.42316557157109
Soft Nordic Vibes,"['Classical', 'Electronic', 'Folk']","['ambient', 'ambient folk', 'celtic', 'chillstep', 'contemporary classical', 'dark ambient', 'downtempo', 'drone', 'medieval', 'minimalism', 'neoclassical', 'neofolk', 'space music']",571,2025-12-05T12:18:25Z,87.4,46.974317817014445
Karma Cleansing - Healing Frequencies,[],[],424,2025-12-05T12:22:08Z,100.0,47.6065464261857
Relax & Meditation,['Electronic'],"['chillstep', 'downtempo']",933,2025-12-18T23:42:05Z,100.0,43.24751697034655
Cosmic Energy  - Floating Soundwaves,[],[],648,2025-12-18T23:41:37Z,100.0,44.35953860560143
Root Chakra 🌟 Frequencies,[],[],169,2025-08-29T09:47:45Z,100.0,50.27122823239328
432 Hz Healing Frequency,['Classical'],['neoclassical'],474,2025-12-18T23:41:28Z,100.0,46.18819655521783
Sleep Frequencies,[],[],434,2025-12-18T23:43:04Z,100.0,46.77534535237649
Ethereal Divine Voices,"['Classical', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Metal', 'Pop', 'Traditional Folk']","['black metal', 'celtic', 'chillstep', 'choral', 'christmas', 'classical crossover', 'medieval', 'medieval metal', 'neofolk', 'new age', 'progressive trance', 'spoken word', 'trance']",188,2025-12-18T23:35:32Z,53.5,44.24192212096106
888 Abundance Pyramid 🌟,[],[],141,2025-08-22T05:55:53Z,100.0,53.80816725761096
432 Hz 🎧 Manifestation & Deep Healing,[],[],215,2025-11-07T11:27:31Z,100.0,53.04974727321096
Pure Relaxation,"['Classical', 'Electronic']","['ambient', 'chillstep', 'contemporary classical', 'dark ambient', 'downtempo', 'melodic techno', 'neoclassical', 'progressive house']",1943,2025-12-05T12:18:18Z,92.0,43.4082766577605
Feel Good Melancholia,['Classical'],"['contemporary classical', 'neoclassical']",308,2025-12-05T12:18:49Z,100.0,45.92356927710844
RAW Meditation Tones 𝇇,[],[],192,2025-11-07T11:26:54Z,100.0,49.98139192598823
Fragments,[],[],789,2025-12-05T12:22:44Z,100.0,44.77679287815688
Deep Meditation - Healing Soundwaves,[],[],298,2025-12-18T23:39:53Z,100.0,51.01658005444197
Lightseeds ,"['Easy Listening', 'Electronic', 'Regional']","['afro house', 'ambient', 'chillstep', 'chillwave', 'dark ambient', 'deep house', 'downtempo', 'lounge', 'melodic house', 'melodic techno', 'minimal techno', 'organic house', 'progressive house', 'synthwave', 'techno', 'tropical house', 'vaporwave']",82,2025-12-18T23:38:36Z,64.8,34.90963855421687
Sad Strings,"['Classical', 'Electronic']","['contemporary classical', 'electro house', 'electronic classical', 'neoclassical']",311,2025-12-05T12:18:52Z,92.0,48.456811451135245
INDIE LOVE - Quiet Songs for Loud Hearts,"['Electronic', 'Folk', 'Jazz', 'Pop', 'Rock']","['ambient folk', 'art pop', 'bedroom pop', 'dansk pop', 'darkwave', 'dream pop', 'gothic rock', 'indie folk', 'jazz pop', 'new wave', 'norwegian pop', 'post-punk', 'shoegaze', 'smooth jazz', 'soft pop', 'synthpop']",99,2025-12-20T22:52:12Z,36.7,45.56643356643357
888 Meditation,[],[],162,2025-11-07T11:19:09Z,100.0,53.25509259259259
The Sound of Silence ✨ Meditation,[],[],160,2025-11-07T11:26:21Z,100.0,47.91406358461752
ADHD Focus - Calm Soundwaves,[],[],174,2025-12-18T23:40:46Z,100.0,48.35111641384013
Meditation - The Sound of Silence,[],[],425,2025-12-05T12:21:03Z,100.0,48.13263157894737
432 Hz Sleep Music ✨ 2025,[],[],438,2025-12-18T23:42:32Z,100.0,48.53759613551134
Meditation Autumn,[],[],876,2025-12-18T23:43:28Z,100.0,45.31129963473548
Frequency Flow ( Healing Frequency Ranges ),[],[],630,2025-12-18T23:43:51Z,100.0,45.11131616475128
Throat Chakra ✨ Frequencies,[],[],159,2025-08-29T09:48:12Z,100.0,50.67137981472453
Calm  Piano,['Classical'],"['contemporary classical', 'neoclassical']",154,2025-12-05T12:15:57Z,100.0,47.30543933054393
Mer Ka Ba,[],[],783,2025-12-05T12:22:47Z,100.0,44.62199260879402
Make My Lemonade,"['Classical', 'Electronic', 'Metal', 'Rock']","['ambient', 'dark ambient', 'drone', 'drone metal', 'electroclash', 'experimental jazz', 'math rock', 'midwest emo', 'neoclassical', 'post-rock', 'space music']",75,2025-12-01T09:46:18Z,59.6,36.92105263157895
Meditation Winter,[],[],452,2025-12-18T23:42:38Z,100.0,46.17050720906282
Nordic Meditation,"['Classical', 'Electronic']","['ambient', 'chillstep', 'contemporary classical', 'downtempo', 'drone', 'neoclassical']",891,2025-12-18T23:40:59Z,92.0,45.20091066607567
Stress Relief - Calming Ambient Soundscapes,[],[],656,2025-12-05T12:16:07Z,100.0,43.67311946902655
Sacred  ✨888✨ Frequencies ,[],[],107,2025-11-07T11:17:37Z,100.0,55.87004042521336
Pure Silence - Ambient Dreamtones,['Electronic'],['dark ambient'],667,2025-11-07T11:31:03Z,100.0,42.670359974393065
Saint Of Sin - Essentials,"['Easy Listening', 'Electronic', 'Folk']","['ambient', 'neofolk', 'new age', 'space music']",137,2025-11-28T12:09:01Z,73.6,45.77984496124031
Third Eye Chakra 🧿 Frequencies,[],[],221,2025-11-07T11:17:49Z,100.0,48.90601972565469
432 Hz Relax Therapy,[],[],416,2025-12-18T23:41:55Z,100.0,46.66119464753759
Chakra Balance - Meditative Frequencies,[],[],697,2025-12-18T23:44:13Z,100.0,44.87824438035792
Solar Classic,[],[],733,2025-12-18T23:43:41Z,100.0,44.257622486824125
Binaural Sleep Sounds,[],[],711,2025-12-18T23:42:57Z,100.0,43.88955055727679
Mystic Voices,"['Classical', 'Easy Listening', 'Electronic', 'Folk', 'Metal', 'Religious']","['ambient', 'black metal', 'catholic music', 'celtic', 'chillstep', 'choral', 'contemporary classical', 'downtempo', 'drone', 'gregorian chant', 'medieval', 'medieval metal', 'minimalism', 'neoclassical', 'neofolk', 'new age', 'soundtrack', 'space music', 'trance']",441,2025-12-18T23:37:51Z,76.8,44.789979870275104
Pure Concentration,[],[],674,2025-12-05T12:18:44Z,100.0,44.60578063039124
Sunrise Meditation,[],[],716,2025-12-05T12:23:02Z,100.0,44.8440334961619
Zen FM  🌿,[],[],293,2025-11-07T11:27:22Z,100.0,26.97838214783821
Healing Music,[],[],681,2025-12-18T23:43:47Z,100.0,45.02544407105137
The Quiet Library,"['Classical', 'Electronic']","['ambient', 'contemporary classical', 'drone', 'neoclassical']",69,2025-12-05T12:14:16Z,73.8,49.65882352941176
neoclassic ambient.,"['Classical', 'Electronic', 'Hip Hop']","['ambient', 'chillstep', 'contemporary classical', 'downtempo', 'drone', 'neoclassical', 'spoken word']",422,2025-12-05T12:18:34Z,87.4,44.13818181818182
violin sky X cello cloud,"['Classical', 'Electronic', 'Folk']","['celtic', 'chillstep', 'contemporary classical', 'dark ambient', 'downtempo', 'electronic classical', 'neoclassical']",370,2025-12-05T12:18:41Z,87.4,48.32085828343313
Judhajit & Ranadeep,"['Electronic', 'Folk']","['chillstep', 'downtempo', 'neofolk']",247,2025-11-13T23:33:39Z,92.0,47.04459753444525
